Latitude (decimal degrees):	9.948
Longitude (decimal degrees):	76.569
Elevation (m):	50
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20201116:1230,0.0,-1.12,24.28,0.69,0.0
20201116:1330,0.0,0.0,24.07,0.9,0.0
20201116:1430,0.0,0.0,23.87,0.76,0.0
20201116:1530,0.0,0.0,23.54,0.9,0.0
20201116:1630,0.0,0.0,23.37,0.9,0.0
20201116:1730,0.0,0.0,23.24,0.83,0.0
20201116:1830,0.0,0.0,22.99,0.55,0.0
20201116:1930,0.0,0.0,22.77,1.17,0.0
20201116:2030,0.0,0.0,23.19,1.31,0.0
20201116:2130,0.0,0.0,22.95,1.52,0.0
20201116:2230,0.0,0.0,22.88,1.45,0.0
20201116:2330,0.0,0.0,22.53,1.38,0.0
20201117:0030,0.0,-5.32,22.68,1.17,0.0
20201117:0130,28.5,8.6,22.64,0.62,0.0
20201117:0230,130.16,22.19,23.31,0.34,0.0
20201117:0330,320.57,35.19,24.47,0.0,0.0
20201117:0430,392.34,47.04,25.72,0.55,0.0
20201117:0530,274.36,56.47,26.75,1.03,0.0
20201117:0630,348.85,61.02,26.96,0.9,0.0
20201117:0730,576.86,58.49,25.88,0.34,0.0
20201117:0830,376.42,50.21,26.99,0.9,0.0
20201117:0930,373.5,38.91,26.56,0.9,0.0
20201117:1030,256.98,26.17,26.77,1.24,0.0
20201117:1130,42.09,12.72,26.5,1.1,0.0
20201117:1230,0.0,-1.11,25.38,0.34,0.0
20201117:1330,0.0,0.0,24.78,0.83,0.0
20201117:1430,0.0,0.0,24.15,0.48,0.0
20201117:1530,0.0,0.0,24.28,0.34,0.0
20201117:1630,0.0,0.0,23.82,0.97,0.0
20201117:1730,0.0,0.0,23.67,0.83,0.0
20201117:1830,0.0,0.0,23.58,0.69,0.0
20201117:1930,0.0,0.0,23.44,0.48,0.0
20201117:2030,0.0,0.0,23.01,0.14,0.0
20201117:2130,0.0,0.0,23.11,0.34,0.0
20201117:2230,0.0,0.0,22.85,0.55,0.0
20201117:2330,0.0,0.0,22.72,0.9,0.0
20201118:0030,0.0,-5.41,22.7,1.45,0.0
20201118:0130,29.26,8.49,22.41,1.38,0.0
20201118:0230,141.02,22.06,23.09,0.83,0.0
20201118:0330,281.3,35.03,24.18,0.41,0.0
20201118:0430,427.36,46.84,25.45,0.41,0.0
20201118:0530,571.79,56.24,26.89,0.62,0.0
20201118:0630,667.57,60.78,27.53,1.03,0.0
20201118:0730,472.37,58.29,28.66,1.24,0.0
20201118:0830,448.16,50.08,27.97,1.66,0.0
20201118:0930,282.66,38.83,27.39,0.83,0.0
20201118:1030,157.58,26.13,26.53,0.21,0.0
20201118:1130,92.28,12.71,26.13,0.21,0.0
20201118:1230,0.0,-1.1,25.31,0.34,0.0
20201118:1330,0.0,0.0,24.99,0.41,0.0
20201118:1430,0.0,0.0,24.76,1.03,0.0
20201118:1530,0.0,0.0,24.69,1.03,0.0
20201118:1630,0.0,0.0,24.57,1.03,0.0
20201118:1730,0.0,0.0,24.26,0.9,0.0
20201118:1830,0.0,0.0,23.72,0.62,0.0
20201118:1930,0.0,0.0,24.92,0.34,0.0
20201118:2030,0.0,0.0,24.79,0.34,0.0
20201118:2130,0.0,0.0,24.69,0.28,0.0
20201118:2230,0.0,0.0,24.52,0.14,0.0
20201118:2330,0.0,0.0,24.32,0.21,0.0
20201119:0030,0.0,-5.5,23.55,0.9,0.0
20201119:0130,28.78,8.38,23.24,0.55,0.0
20201119:0230,284.63,21.92,24.28,0.07,0.0
20201119:0330,458.43,34.87,25.96,0.69,0.0
20201119:0430,538.44,46.64,27.03,0.83,0.0
20201119:0530,671.12,56.01,27.69,0.48,0.0
20201119:0630,696.19,60.54,28.84,0.48,0.0
20201119:0730,686.97,58.1,29.12,0.55,0.0
20201119:0830,677.5,49.95,29.67,0.62,0.0
20201119:0930,531.18,38.75,29.71,0.9,0.0
20201119:1030,176.67,26.1,27.61,0.97,0.0
20201119:1130,100.54,12.7,26.9,1.17,0.0
20201119:1230,0.0,-1.09,26.02,0.14,0.0
20201119:1330,0.0,0.0,25.76,0.34,0.0
20201119:1430,0.0,0.0,25.47,0.14,0.0
20201119:1530,0.0,0.0,25.02,0.48,0.0
20201119:1630,0.0,0.0,24.75,0.9,0.0
20201119:1730,0.0,0.0,24.56,1.03,0.0
20201119:1830,0.0,0.0,24.14,1.03,0.0
20201119:1930,0.0,0.0,24.37,0.55,0.0
20201119:2030,0.0,0.0,24.7,0.34,0.0
20201119:2130,0.0,0.0,24.62,0.28,0.0
20201119:2230,0.0,0.0,24.2,0.28,0.0
20201119:2330,0.0,0.0,24.0,0.14,0.0
20201120:0030,0.0,-5.59,23.98,0.28,0.0
20201120:0130,28.54,8.26,23.09,0.41,0.0
20201120:0230,361.58,21.79,23.8,0.14,0.0
20201120:0330,519.98,34.71,25.43,0.34,0.0
20201120:0430,690.58,46.45,26.39,0.62,0.0
20201120:0530,847.94,55.78,27.6,0.76,0.0
20201120:0630,893.93,60.3,28.68,1.17,0.0
20201120:0730,672.42,57.91,29.57,1.38,0.0
20201120:0830,607.6,49.83,28.39,0.83,0.0
20201120:0930,474.08,38.69,28.3,0.48,0.0
20201120:1030,427.51,26.06,28.07,0.55,0.0
20201120:1130,191.9,12.7,27.4,0.62,0.0
20201120:1230,0.0,-1.07,26.53,0.28,0.0
20201120:1330,0.0,0.0,26.0,0.97,0.0
20201120:1430,0.0,0.0,25.46,1.17,0.0
20201120:1530,0.0,0.0,24.96,1.24,0.0
20201120:1630,0.0,0.0,24.11,1.38,0.0
20201120:1730,0.0,0.0,23.4,1.38,0.0
20201120:1830,0.0,0.0,23.42,0.76,0.0
20201120:1930,0.0,0.0,22.94,0.55,0.0
20201120:2030,0.0,0.0,23.28,0.07,0.0
20201120:2130,0.0,0.0,22.81,0.34,0.0
20201120:2230,0.0,0.0,21.99,0.48,0.0
20201120:2330,0.0,0.0,21.55,0.97,0.0
20201121:0030,0.0,-5.69,21.7,1.24,0.0
20201121:0130,32.08,8.15,20.83,1.31,0.0
20201121:0230,421.71,21.65,22.29,0.76,0.0
20201121:0330,667.15,34.54,24.32,0.48,0.0
20201121:0430,854.54,46.26,26.4,0.07,0.0
20201121:0530,964.06,55.55,28.05,0.21,0.0
20201121:0630,1034.78,60.07,29.08,0.55,0.0
20201121:0730,995.12,57.73,30.13,0.76,0.0
20201121:0830,791.85,49.72,30.56,1.1,0.0
20201121:0930,648.42,38.62,30.21,1.72,0.0
20201121:1030,495.95,26.04,29.3,2.07,0.0
20201121:1130,272.66,12.7,28.14,1.72,0.0
20201121:1230,0.0,-1.05,26.87,1.17,0.0
20201121:1330,0.0,0.0,25.92,0.83,0.0
20201121:1430,0.0,0.0,25.23,0.76,0.0
20201121:1530,0.0,0.0,24.63,0.9,0.0
20201121:1630,0.0,0.0,24.13,1.1,0.0
20201121:1730,0.0,0.0,23.74,1.24,0.0
20201121:1830,0.0,0.0,23.08,1.17,0.0
20201121:1930,0.0,0.0,22.73,0.9,0.0
20201121:2030,0.0,0.0,22.4,1.17,0.0
20201121:2130,0.0,0.0,22.42,1.31,0.0
20201121:2230,0.0,0.0,21.82,1.24,0.0
20201121:2330,0.0,0.0,21.61,1.31,0.0
20201122:0030,0.0,-5.79,21.25,1.38,0.0
20201122:0130,38.76,8.03,20.89,1.38,0.0
20201122:0230,435.68,21.52,22.05,0.83,0.0
20201122:0330,661.77,34.38,25.04,0.62,0.0
20201122:0430,863.18,46.07,26.62,0.55,0.0
20201122:0530,959.73,55.33,27.98,0.55,0.0
20201122:0630,1006.52,59.85,28.91,0.55,0.0
20201122:0730,862.59,57.56,29.51,0.9,0.0
20201122:0830,725.07,49.61,29.54,1.24,0.0
20201122:0930,609.57,38.56,29.34,1.52,0.0
20201122:1030,412.93,26.01,28.84,1.72,0.0
20201122:1130,191.12,12.7,27.77,1.45,0.0
20201122:1230,0.0,-1.03,26.47,1.24,0.0
20201122:1330,0.0,0.0,25.4,1.24,0.0
20201122:1430,0.0,0.0,24.92,0.9,0.0
20201122:1530,0.0,0.0,24.33,0.69,0.0
20201122:1630,0.0,0.0,23.95,1.03,0.0
20201122:1730,0.0,0.0,23.62,1.38,0.0
20201122:1830,0.0,0.0,23.0,1.45,0.0
20201122:1930,0.0,0.0,22.74,1.1,0.0
20201122:2030,0.0,0.0,22.49,1.17,0.0
20201122:2130,0.0,0.0,22.12,1.38,0.0
20201122:2230,0.0,0.0,21.74,1.52,0.0
20201122:2330,0.0,0.0,21.59,1.45,0.0
20201123:0030,0.0,-5.88,21.33,1.52,0.0
20201123:0130,37.92,7.92,21.12,1.52,0.0
20201123:0230,408.76,21.38,22.22,0.9,0.0
20201123:0330,647.97,34.22,25.01,0.69,0.0
20201123:0430,753.41,45.88,26.39,0.9,0.0
20201123:0530,903.11,55.12,27.3,0.9,0.0
20201123:0630,984.41,59.63,28.17,1.03,0.0
20201123:0730,927.26,57.39,29.05,1.03,0.0
20201123:0830,816.64,49.5,29.24,1.1,0.0
20201123:0930,537.13,38.51,29.11,1.45,0.0
20201123:1030,373.8,25.99,28.36,1.93,0.0
20201123:1130,150.54,12.71,27.4,1.66,0.0
20201123:1230,0.0,-1.0,26.32,1.1,0.0
20201123:1330,0.0,0.0,25.64,0.55,0.0
20201123:1430,0.0,0.0,24.97,0.62,0.0
20201123:1530,0.0,0.0,24.56,0.97,0.0
20201123:1630,0.0,0.0,24.2,1.1,0.0
20201123:1730,0.0,0.0,23.65,0.97,0.0
20201123:1830,0.0,0.0,23.29,1.17,0.0
20201123:1930,0.0,0.0,23.13,1.1,0.0
20201123:2030,0.0,0.0,22.99,1.17,0.0
20201123:2130,0.0,0.0,22.84,1.24,0.0
20201123:2230,0.0,0.0,22.69,1.24,0.0
20201123:2330,0.0,0.0,22.65,1.24,0.0
20201124:0030,0.0,-5.98,22.52,1.31,0.0
20201124:0130,42.51,7.8,22.28,1.31,0.0
20201124:0230,157.27,21.24,22.95,0.76,0.0
20201124:0330,256.08,34.06,24.51,0.48,0.0
20201124:0430,445.33,45.69,25.38,0.41,0.0
20201124:0530,474.85,54.9,26.55,0.62,0.0
20201124:0630,707.68,59.42,26.94,0.76,0.0
20201124:0730,529.62,57.22,28.36,1.1,0.0
20201124:0830,321.69,49.4,27.81,1.24,0.0
20201124:0930,338.42,38.45,27.15,1.1,0.0
20201124:1030,236.93,25.98,26.93,0.76,0.0
20201124:1130,77.5,12.72,26.54,0.14,0.0
20201124:1230,0.0,-0.97,25.79,0.07,0.0
20201124:1330,0.0,0.0,25.33,0.21,0.0
20201124:1430,0.0,0.0,25.01,0.28,0.0
20201124:1530,0.0,0.0,25.09,0.21,0.0
20201124:1630,0.0,0.0,24.85,0.28,0.0
20201124:1730,0.0,0.0,23.98,0.69,0.0
20201124:1830,0.0,0.0,23.72,0.97,0.0
20201124:1930,0.0,0.0,23.73,0.76,0.0
20201124:2030,0.0,0.0,23.38,0.97,0.0
20201124:2130,0.0,0.0,23.35,1.1,0.0
20201124:2230,0.0,0.0,23.1,1.03,0.0
20201124:2330,0.0,0.0,22.99,1.03,0.0
20201125:0030,0.0,-6.08,22.86,1.1,0.0
20201125:0130,35.22,7.68,22.83,1.1,0.0
20201125:0230,229.1,21.11,23.35,0.48,0.0
20201125:0330,388.25,33.91,25.03,0.0,0.0
20201125:0430,649.09,45.51,26.3,0.62,0.0
20201125:0530,678.7,54.7,27.67,1.17,0.0
20201125:0630,453.96,59.21,28.38,1.38,0.0
20201125:0730,434.47,57.07,28.36,1.86,0.0
20201125:0830,335.38,49.31,28.03,1.79,0.0
20201125:0930,226.0,38.41,27.76,1.59,0.0
20201125:1030,155.54,25.96,26.82,1.03,0.0
20201125:1130,73.02,12.73,26.43,0.48,0.0
20201125:1230,0.0,-0.93,25.9,0.55,0.0
20201125:1330,0.0,0.0,25.5,0.83,0.0
20201125:1430,0.0,0.0,24.83,0.83,0.0
20201125:1530,0.0,0.0,24.45,0.97,0.0
20201125:1630,0.0,0.0,24.1,1.03,0.0
20201125:1730,0.0,0.0,23.82,0.97,0.0
20201125:1830,0.0,0.0,23.62,0.9,0.0
20201125:1930,0.0,0.0,24.49,0.41,0.0
20201125:2030,0.0,0.0,24.53,0.14,0.0
20201125:2130,0.0,0.0,24.36,0.07,0.0
20201125:2230,0.0,0.0,23.77,0.34,0.0
20201125:2330,0.0,0.0,23.81,0.28,0.0
20201126:0030,0.0,-6.19,23.64,0.28,0.0
20201126:0130,16.1,7.57,23.71,0.41,0.0
20201126:0230,136.02,20.97,23.63,0.28,0.0
20201126:0330,316.4,33.75,24.22,0.07,0.0
20201126:0430,441.51,45.33,25.3,0.34,0.0
20201126:0530,562.62,54.49,25.86,0.48,0.0
20201126:0630,696.73,59.01,27.21,1.03,0.0
20201126:0730,716.64,56.92,28.02,1.17,0.0
20201126:0830,634.09,49.22,28.27,1.52,0.0
20201126:0930,572.64,38.37,28.28,1.79,0.0
20201126:1030,250.62,25.96,27.82,2.07,0.0
20201126:1130,120.87,12.75,26.5,1.31,0.0
20201126:1230,0.0,-0.89,25.66,0.55,0.0
20201126:1330,0.0,0.0,24.98,0.34,0.0
20201126:1430,0.0,0.0,24.48,0.97,0.0
20201126:1530,0.0,0.0,24.11,1.1,0.0
20201126:1630,0.0,0.0,23.69,1.1,0.0
20201126:1730,0.0,0.0,23.3,1.17,0.0
20201126:1830,0.0,0.0,22.88,1.31,0.0
20201126:1930,0.0,0.0,23.45,0.9,0.0
20201126:2030,0.0,0.0,23.22,0.97,0.0
20201126:2130,0.0,0.0,23.0,0.97,0.0
20201126:2230,0.0,0.0,22.77,0.83,0.0
20201126:2330,0.0,0.0,22.65,0.76,0.0
20201127:0030,0.0,-6.29,22.55,0.9,0.0
20201127:0130,22.26,7.45,22.67,1.1,0.0
20201127:0230,297.95,20.83,23.37,0.76,0.0
20201127:0330,534.42,33.59,24.64,0.55,0.0
20201127:0430,689.26,45.15,25.74,0.14,0.0
20201127:0530,846.2,54.29,27.35,0.28,0.0
20201127:0630,891.2,58.82,28.37,0.69,0.0
20201127:0730,761.47,56.77,28.89,1.38,0.0
20201127:0830,643.22,49.13,28.9,1.59,0.0
20201127:0930,510.99,38.33,28.46,1.31,0.0
20201127:1030,337.02,25.96,27.95,0.83,0.0
20201127:1130,152.53,12.77,26.51,0.34,0.0
20201127:1230,0.0,-0.85,25.37,0.07,0.0
20201127:1330,0.0,0.0,25.06,0.55,0.0
20201127:1430,0.0,0.0,24.77,0.9,0.0
20201127:1530,0.0,0.0,24.36,1.17,0.0
20201127:1630,0.0,0.0,24.0,1.17,0.0
20201127:1730,0.0,0.0,23.59,1.1,0.0
20201127:1830,0.0,0.0,23.2,1.1,0.0
20201127:1930,0.0,0.0,23.17,1.24,0.0
20201127:2030,0.0,0.0,23.01,1.24,0.0
20201127:2130,0.0,0.0,22.59,1.31,0.0
20201127:2230,0.0,0.0,22.36,1.24,0.0
20201127:2330,0.0,0.0,21.96,1.31,0.0
20201128:0030,0.0,-6.39,21.6,1.31,0.0
20201128:0130,28.34,7.33,21.27,1.38,0.0
20201128:0230,437.53,20.7,22.14,0.83,0.0
20201128:0330,661.79,33.43,24.79,0.41,0.0
20201128:0430,812.04,44.97,26.81,0.34,0.0
20201128:0530,909.24,54.1,27.98,0.48,0.0
20201128:0630,820.84,58.63,29.19,0.69,0.0
20201128:0730,883.15,56.63,29.21,0.76,0.0
20201128:0830,741.0,49.06,29.73,0.97,0.0
20201128:0930,560.45,38.3,28.85,0.76,0.0
20201128:1030,318.25,25.96,28.35,0.41,0.0
20201128:1130,189.33,12.8,27.63,0.21,0.0
20201128:1230,0.0,-0.8,26.67,0.28,0.0
20201128:1330,0.0,0.0,26.12,0.97,0.0
20201128:1430,0.0,0.0,25.63,1.17,0.0
20201128:1530,0.0,0.0,25.31,1.24,0.0
20201128:1630,0.0,0.0,24.96,1.1,0.0
20201128:1730,0.0,0.0,24.7,1.17,0.0
20201128:1830,0.0,0.0,24.38,1.24,0.0
20201128:1930,0.0,0.0,24.06,0.97,0.0
20201128:2030,0.0,0.0,23.83,1.03,0.0
20201128:2130,0.0,0.0,23.51,1.03,0.0
20201128:2230,0.0,0.0,23.32,1.1,0.0
20201128:2330,0.0,0.0,23.13,1.1,0.0
20201129:0030,0.0,-6.5,23.03,1.24,0.0
20201129:0130,26.29,7.21,22.55,1.24,0.0
20201129:0230,302.14,20.56,23.57,0.55,0.0
20201129:0330,557.01,33.28,25.1,0.48,0.0
20201129:0430,768.51,44.79,26.45,0.41,0.0
20201129:0530,815.68,53.9,27.88,0.48,0.0
20201129:0630,785.93,58.45,29.01,0.48,0.0
20201129:0730,790.69,56.5,29.71,0.41,0.0
20201129:0830,685.57,48.98,29.91,0.48,0.0
20201129:0930,565.42,38.27,29.88,0.55,0.0
20201129:1030,407.08,25.96,29.69,0.55,0.0
20201129:1130,164.51,12.83,28.91,0.41,0.0
20201129:1230,0.0,-0.76,27.78,0.55,0.0
20201129:1330,0.0,0.0,27.12,1.1,0.0
20201129:1430,0.0,0.0,26.4,0.9,0.0
20201129:1530,0.0,0.0,25.96,0.41,0.0
20201129:1630,0.0,0.0,25.7,0.41,0.0
20201129:1730,0.0,0.0,25.19,0.69,0.0
20201129:1830,0.0,0.0,24.7,0.69,0.0
20201129:1930,0.0,0.0,24.5,1.03,0.0
20201129:2030,0.0,0.0,24.26,1.1,0.0
20201129:2130,0.0,0.0,23.91,1.03,0.0
20201129:2230,0.0,0.0,23.66,1.03,0.0
20201129:2330,0.0,0.0,23.38,1.03,0.0
20201130:0030,0.0,-6.6,23.12,1.24,0.0
20201130:0130,29.83,7.09,22.85,1.24,0.0
20201130:0230,379.13,20.42,23.71,0.76,0.0
20201130:0330,596.68,33.13,25.79,0.55,0.0
20201130:0430,696.81,44.62,27.36,0.28,0.0
20201130:0530,810.53,53.72,28.59,0.07,0.0
20201130:0630,814.89,58.27,29.63,0.41,0.0
20201130:0730,647.95,56.38,30.53,0.55,0.0
20201130:0830,716.17,48.92,30.18,1.24,0.0
20201130:0930,524.58,38.25,29.53,0.97,0.0
20201130:1030,336.37,25.97,29.03,0.9,0.0
20201130:1130,189.61,12.86,28.43,0.76,0.0
20201130:1230,0.0,-0.7,27.44,0.55,0.0
20201130:1330,0.0,0.0,26.86,0.69,0.0
20201130:1430,0.0,0.0,26.43,0.48,0.0
20201130:1530,0.0,0.0,26.0,0.55,0.0
20201130:1630,0.0,0.0,25.62,0.62,0.0
20201130:1730,0.0,0.0,25.15,0.69,0.0
20201130:1830,0.0,0.0,24.87,1.24,0.0
20201130:1930,0.0,0.0,24.37,0.9,0.0
20201130:2030,0.0,0.0,24.33,1.1,0.0
20201130:2130,0.0,0.0,24.04,1.24,0.0
20201130:2230,0.0,0.0,23.49,1.38,0.0
20201130:2330,0.0,0.0,23.15,1.38,0.0
20201201:0030,0.0,-6.71,22.84,1.38,0.0
20201201:0130,26.33,6.96,22.65,1.17,0.0
20201201:0230,376.79,20.29,23.58,0.62,0.0
20201201:0330,645.88,32.97,25.73,0.48,0.0
20201201:0430,797.28,44.45,27.45,0.55,0.0
20201201:0530,814.66,53.54,28.54,0.41,0.0
20201201:0630,932.37,58.11,29.23,0.34,0.0
20201201:0730,889.63,56.26,29.91,0.69,0.0
20201201:0830,670.32,48.86,30.05,0.9,0.0
20201201:0930,617.85,38.23,29.31,1.03,0.0
20201201:1030,473.12,25.99,28.93,1.66,0.0
20201201:1130,274.53,12.9,28.12,1.59,0.0
20201201:1230,0.0,-0.65,27.07,1.1,0.0
20201201:1330,0.0,0.0,26.0,0.76,0.0
20201201:1430,0.0,0.0,25.24,1.03,0.0
20201201:1530,0.0,0.0,24.72,1.24,0.0
20201201:1630,0.0,0.0,24.33,1.31,0.0
20201201:1730,0.0,0.0,23.96,1.31,0.0
20201201:1830,0.0,0.0,23.57,1.38,0.0
20201201:1930,0.0,0.0,23.74,0.97,0.0
20201201:2030,0.0,0.0,23.32,1.17,0.0
20201201:2130,0.0,0.0,23.03,1.24,0.0
20201201:2230,0.0,0.0,22.63,1.17,0.0
20201201:2330,0.0,0.0,22.27,1.17,0.0
20201202:0030,0.0,-6.82,22.27,1.31,0.0
20201202:0130,29.47,6.84,22.19,1.31,0.0
20201202:0230,212.71,20.15,22.73,0.83,0.0
20201202:0330,409.13,32.82,24.53,0.41,0.0
20201202:0430,425.91,44.28,26.42,0.14,0.0
20201202:0530,382.69,53.36,27.41,0.34,0.0
20201202:0630,587.17,57.94,27.77,0.48,0.0
20201202:0730,401.07,56.15,29.39,0.28,0.0
20201202:0830,282.45,48.8,28.59,0.0,0.0
20201202:0930,182.05,38.22,28.08,0.34,0.0
20201202:1030,92.69,26.0,27.5,0.55,0.0
20201202:1130,41.81,12.94,26.89,0.48,0.0
20201202:1230,0.0,-0.59,26.43,0.55,0.0
20201202:1330,0.0,0.0,25.8,0.97,0.0
20201202:1430,0.0,0.0,25.38,1.17,0.0
20201202:1530,0.0,0.0,25.12,1.17,0.0
20201202:1630,0.0,0.0,24.87,1.17,0.0
20201202:1730,0.0,0.0,24.63,0.9,0.0
20201202:1830,0.0,0.0,24.21,0.76,0.0
20201202:1930,0.0,0.0,24.18,1.24,0.0
20201202:2030,0.0,0.0,23.94,1.17,0.0
20201202:2130,0.0,0.0,23.71,1.17,0.0
20201202:2230,0.0,0.0,22.84,1.03,0.0
20201202:2330,0.0,0.0,22.71,0.55,0.0
20201203:0030,0.0,0.0,23.33,0.97,0.0
20201203:0130,6.28,6.72,22.34,0.62,0.0
20201203:0230,43.44,20.02,22.5,0.69,0.0
20201203:0330,59.36,32.67,23.56,0.62,0.0
20201203:0430,105.55,44.12,23.46,0.76,0.0
20201203:0530,127.79,53.19,23.83,0.83,0.0
20201203:0630,155.71,57.79,23.63,0.9,0.0
20201203:0730,237.42,56.04,23.56,1.03,0.0
20201203:0830,240.19,48.75,23.43,1.17,0.0
20201203:0930,177.8,38.22,23.67,1.17,0.0
20201203:1030,89.1,26.03,23.44,1.31,0.0
20201203:1130,21.16,12.98,23.13,0.9,0.0
20201203:1230,0.0,-0.53,22.75,0.97,0.0
20201203:1330,0.0,0.0,22.32,0.97,0.0
20201203:1430,0.0,0.0,22.06,0.76,0.0
20201203:1530,0.0,0.0,22.02,1.31,0.0
20201203:1630,0.0,0.0,22.58,1.1,0.0
20201203:1730,0.0,0.0,22.31,0.97,0.0
20201203:1830,0.0,0.0,22.16,0.9,0.0
20201203:1930,0.0,0.0,21.64,0.76,0.0
20201203:2030,0.0,0.0,21.45,0.69,0.0
20201203:2130,0.0,0.0,21.35,0.69,0.0
20201203:2230,0.0,0.0,21.29,0.55,0.0
20201203:2330,0.0,0.0,21.43,0.55,0.0
20201204:0030,0.0,0.0,22.02,0.62,0.0
20201204:0130,9.82,6.6,21.42,0.97,0.0
20201204:0230,29.9,19.89,21.71,0.69,0.0
20201204:0330,54.16,32.53,22.57,0.34,0.0
20201204:0430,60.23,43.96,22.45,0.14,0.0
20201204:0530,73.87,53.02,24.71,0.34,0.0
20201204:0630,188.4,57.64,23.44,0.48,0.0
20201204:0730,199.43,55.94,25.42,0.28,0.0
20201204:0830,149.52,48.71,26.12,0.28,0.0
20201204:0930,105.82,38.21,26.08,0.41,0.0
20201204:1030,94.41,26.05,25.83,0.21,0.0
20201204:1130,41.7,13.03,25.26,0.28,0.0
20201204:1230,0.0,-0.47,25.01,0.28,0.0
20201204:1330,0.0,0.0,24.73,0.41,0.0
20201204:1430,0.0,0.0,24.48,0.55,0.0
20201204:1530,0.0,0.0,24.19,0.83,0.0
20201204:1630,0.0,0.0,24.04,0.9,0.0
20201204:1730,0.0,0.0,23.76,0.97,0.0
20201204:1830,0.0,0.0,23.54,1.03,0.0
20201204:1930,0.0,0.0,23.53,0.97,0.0
20201204:2030,0.0,0.0,23.14,1.03,0.0
20201204:2130,0.0,0.0,22.74,0.97,0.0
20201204:2230,0.0,0.0,22.65,0.9,0.0
20201204:2330,0.0,0.0,22.5,1.03,0.0
20201205:0030,0.0,0.0,22.74,1.1,0.0
20201205:0130,15.05,6.48,22.27,1.1,0.0
20201205:0230,105.01,19.75,22.47,0.97,0.0
20201205:0330,217.33,32.38,24.09,0.48,0.0
20201205:0430,328.02,43.81,24.63,0.34,0.0
20201205:0530,443.64,52.86,25.85,0.62,0.0
20201205:0630,338.96,57.5,26.85,0.55,0.0
20201205:0730,387.6,55.85,26.23,0.55,0.0
20201205:0830,268.38,48.67,26.29,0.34,0.0
20201205:0930,193.47,38.22,26.11,0.14,0.0
20201205:1030,42.29,26.08,28.74,0.34,0.0
20201205:1130,19.18,13.08,26.67,0.48,0.0
20201205:1230,0.0,-0.4,25.17,0.83,0.0
20201205:1330,0.0,0.0,24.34,1.1,0.0
20201205:1430,0.0,0.0,23.92,1.1,0.0
20201205:1530,0.0,0.0,23.66,1.1,0.0
20201205:1630,0.0,0.0,23.41,1.24,0.0
20201205:1730,0.0,0.0,23.19,1.24,0.0
20201205:1830,0.0,0.0,22.97,1.24,0.0
20201205:1930,0.0,0.0,22.82,1.31,0.0
20201205:2030,0.0,0.0,22.65,1.1,0.0
20201205:2130,0.0,0.0,22.37,1.17,0.0
20201205:2230,0.0,0.0,22.21,1.17,0.0
20201205:2330,0.0,0.0,22.05,1.31,0.0
20201206:0030,0.0,0.0,22.37,1.31,0.0
20201206:0130,15.66,6.36,21.92,1.38,0.0
20201206:0230,281.25,19.62,22.32,0.97,0.0
20201206:0330,412.54,32.24,24.38,0.62,0.0
20201206:0430,544.86,43.65,25.31,0.28,0.0
20201206:0530,633.83,52.71,26.48,0.55,0.0
20201206:0630,608.81,57.36,27.77,1.03,0.0
20201206:0730,398.99,55.77,27.8,0.69,0.0
20201206:0830,364.08,48.64,27.71,0.48,0.0
20201206:0930,180.16,38.22,27.43,0.21,0.0
20201206:1030,109.13,26.12,26.34,0.07,0.0
20201206:1130,17.5,13.13,25.41,0.14,0.0
20201206:1230,0.0,-0.33,25.55,0.62,0.0
20201206:1330,0.0,0.0,24.81,1.03,0.0
20201206:1430,0.0,0.0,24.33,1.1,0.0
20201206:1530,0.0,0.0,24.24,0.69,0.0
20201206:1630,0.0,0.0,23.77,0.76,0.0
20201206:1730,0.0,0.0,23.62,0.62,0.0
20201206:1830,0.0,0.0,23.54,0.48,0.0
20201206:1930,0.0,0.0,23.41,0.48,0.0
20201206:2030,0.0,0.0,23.23,0.62,0.0
20201206:2130,0.0,0.0,23.08,0.62,0.0
20201206:2230,0.0,0.0,23.03,0.76,0.0
20201206:2330,0.0,0.0,22.96,0.97,0.0
20201207:0030,0.0,0.0,23.03,1.17,0.0
20201207:0130,4.91,6.24,22.66,1.38,0.0
20201207:0230,51.23,19.49,22.47,1.31,0.0
20201207:0330,136.42,32.1,22.62,1.17,0.0
20201207:0430,434.21,43.5,23.31,0.76,0.0
20201207:0530,860.93,52.56,24.55,0.55,0.0
20201207:0630,837.03,57.23,27.52,0.28,0.0
20201207:0730,677.49,55.69,28.28,0.62,0.0
20201207:0830,696.15,48.62,28.27,0.83,0.0
20201207:0930,359.71,38.24,28.59,0.97,0.0
20201207:1030,200.22,26.16,27.9,0.83,0.0
20201207:1130,62.92,13.19,27.41,0.41,0.0
20201207:1230,0.0,-0.26,26.84,0.34,0.0
20201207:1330,0.0,0.0,26.16,0.28,0.0
20201207:1430,0.0,0.0,25.57,0.55,0.0
20201207:1530,0.0,0.0,25.03,0.9,0.0
20201207:1630,0.0,0.0,25.01,1.1,0.0
20201207:1730,0.0,0.0,24.43,1.17,0.0
20201207:1830,0.0,0.0,24.25,1.17,0.0
20201207:1930,0.0,0.0,24.05,1.1,0.0
