Latitude (decimal degrees): 9.948
Longitude (decimal degrees): 76.569
Elevation (m): 50.0
Irradiance Time Offset (h): 0.0
month,year
1,2018
2,2022
3,2017
4,2009
5,2016
6,2006
7,2012
8,2021
9,2021
10,2020
11,2020
12,2007
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20201104:1500,24.68,93.15,0.0,-0.0,0.0,413.55,0.69,13.0,99520.0
20201104:1600,24.33,93.1,0.0,-0.0,0.0,412.4,0.76,60.0,99530.0
20201104:1700,23.96,96.2,0.0,-0.0,0.0,407.4,0.76,102.0,99550.0
20201104:1800,23.82,96.2,0.0,-0.0,0.0,411.65,0.83,127.0,99500.0
20201104:1900,24.26,93.1,0.0,-0.0,0.0,415.7,0.69,127.0,99490.0
20201104:2000,24.47,90.1,0.0,-0.0,0.0,415.9,0.21,45.0,99440.0
20201104:2100,23.22,96.2,0.0,-0.0,0.0,419.0,0.55,328.0,99410.0
20201104:2200,23.1,96.2,0.0,-0.0,0.0,417.05,0.34,319.0,99400.0
20201104:2300,22.79,99.4,0.0,-0.0,0.0,417.65,0.69,98.0,99420.0
20201105:0000,22.9,96.15,0.0,-0.0,0.0,413.55,1.03,118.0,99440.0
20201105:0100,22.49,100.0,50.9,0.0,50.9,408.45,0.97,79.0,99480.0
20201105:0200,23.42,96.2,281.55,527.47,130.3,405.65,0.55,71.0,99540.0
20201105:0300,25.11,87.3,477.65,684.12,132.35,407.75,0.41,66.0,99600.0
20201105:0400,26.6,81.9,608.9,619.25,184.65,406.4,0.21,152.0,99620.0
20201105:0500,28.32,72.1,712.7,605.55,218.85,418.8,0.55,213.0,99610.0
20201105:0600,28.95,72.15,521.75,316.56,240.9,425.0,0.9,220.0,99530.0
20201105:0700,27.58,79.35,475.35,261.47,241.3,423.05,0.34,255.0,99510.0
20201105:0800,27.69,76.85,406.05,199.03,239.1,423.45,0.48,240.0,99410.0
20201105:0900,27.21,81.95,242.0,55.53,201.9,426.55,0.48,177.0,99340.0
20201105:1000,26.43,87.35,127.2,19.44,116.45,428.3,0.21,182.0,99290.0
20201105:1100,25.74,90.2,26.15,1.17,25.75,423.05,0.21,90.0,99380.0
20201105:1200,25.38,96.25,2.8,0.0,2.8,423.85,0.62,107.0,99400.0
20201105:1300,25.15,93.15,0.0,-0.0,0.0,420.15,0.55,83.0,99420.0
20201105:1400,24.85,93.15,0.0,-0.0,0.0,411.45,0.69,58.0,99510.0
20201105:1500,24.37,96.2,0.0,-0.0,0.0,407.2,0.62,55.0,99560.0
20201105:1600,24.03,96.2,0.0,-0.0,0.0,407.55,0.83,79.0,99610.0
20201105:1700,23.69,96.2,0.0,-0.0,0.0,407.4,0.9,86.0,99610.0
20201105:1800,23.65,96.2,0.0,-0.0,0.0,414.75,1.03,98.0,99580.0
20201105:1900,24.06,99.4,0.0,-0.0,0.0,416.85,1.03,109.0,99600.0
20201105:2000,23.59,96.2,0.0,-0.0,0.0,416.45,0.9,100.0,99520.0
20201105:2100,22.95,99.4,0.0,-0.0,0.0,409.1,0.9,92.0,99470.0
20201105:2200,22.58,99.4,0.0,-0.0,0.0,408.55,1.03,98.0,99450.0
20201105:2300,22.62,99.4,0.0,-0.0,0.0,414.55,0.97,91.0,99440.0
20201106:0000,23.26,96.2,0.0,-0.0,0.0,407.55,1.03,95.0,99490.0
20201106:0100,22.28,99.4,51.4,0.0,51.4,406.15,0.97,102.0,99550.0
20201106:0200,24.1,96.2,256.0,512.17,110.0,403.5,0.28,114.0,99620.0
20201106:0300,25.64,90.2,386.4,444.34,163.0,409.7,0.41,221.0,99690.0
20201106:0400,26.47,84.55,545.2,477.66,219.0,412.8,0.48,239.0,99690.0
20201106:0500,27.69,76.85,677.15,572.28,211.75,415.1,0.48,258.0,99670.0
20201106:0600,29.13,69.85,518.1,316.6,237.95,422.1,0.9,264.0,99570.0
20201106:0700,28.89,69.85,556.15,322.72,268.0,429.85,1.17,258.0,99490.0
20201106:0800,28.21,72.1,339.1,191.03,179.25,425.95,0.48,227.0,99430.0
20201106:0900,27.87,76.85,243.6,43.8,212.05,428.3,0.69,199.0,99380.0
20201106:1000,27.56,79.35,167.1,34.45,148.1,428.1,0.48,215.0,99320.0
20201106:1100,27.14,81.95,61.65,6.87,59.3,424.4,0.55,238.0,99350.0
20201106:1200,26.41,90.25,6.0,1.42,5.85,420.15,0.07,235.0,99400.0
20201106:1300,26.13,90.25,0.0,-0.0,0.0,420.75,0.41,137.0,99460.0
20201106:1400,25.7,93.2,0.0,-0.0,0.0,419.4,0.62,132.0,99550.0
20201106:1500,25.28,96.25,0.0,-0.0,0.0,414.75,0.83,129.0,99640.0
20201106:1600,25.01,99.4,0.0,-0.0,0.0,416.3,0.9,120.0,99660.0
20201106:1700,24.77,96.2,0.0,-0.0,0.0,414.15,0.97,115.0,99660.0
20201106:1800,24.52,96.2,0.0,-0.0,0.0,413.0,0.97,105.0,99630.0
20201106:1900,24.11,93.1,0.0,-0.0,0.0,402.75,0.83,83.0,99620.0
20201106:2000,23.73,96.2,0.0,-0.0,0.0,401.55,1.03,74.0,99560.0
20201106:2100,23.58,93.1,0.0,-0.0,0.0,407.4,1.03,71.0,99520.0
20201106:2200,23.27,96.2,0.0,-0.0,0.0,397.5,1.03,72.0,99480.0
20201106:2300,22.98,96.15,0.0,-0.0,0.0,393.85,1.03,66.0,99480.0
20201107:0000,22.84,96.15,0.0,-0.0,0.0,392.65,1.17,72.0,99500.0
20201107:0100,22.6,96.15,44.68,0.0,44.68,390.25,1.24,79.0,99550.0
20201107:0200,24.22,90.1,279.05,695.12,82.1,391.3,0.62,88.0,99650.0
20201107:0300,26.19,81.85,518.6,805.37,115.3,396.15,0.48,97.0,99690.0
20201107:0400,27.89,72.0,610.5,697.87,135.45,396.55,0.21,130.0,99700.0
20201107:0500,29.17,67.6,734.85,705.18,163.0,402.9,0.21,149.0,99660.0
20201107:0600,30.29,63.5,753.9,677.65,155.85,413.75,0.21,193.0,99570.0
20201107:0700,30.96,59.55,744.6,680.4,138.6,421.7,0.34,223.0,99490.0
20201107:0800,31.31,57.75,660.3,646.32,120.8,421.5,0.9,230.0,99410.0
20201107:0900,30.6,63.5,381.6,389.25,101.9,423.25,1.24,227.0,99370.0
20201107:1000,29.65,69.95,282.8,369.4,79.6,429.65,1.52,232.0,99340.0
20201107:1100,28.39,76.95,124.6,210.41,52.9,425.4,0.76,247.0,99380.0
20201107:1200,27.41,84.65,6.45,17.64,4.6,424.2,0.14,245.0,99430.0
20201107:1300,26.82,90.25,0.0,-0.0,0.0,420.55,0.41,199.0,99490.0
20201107:1400,26.26,93.2,0.0,-0.0,0.0,413.0,0.34,147.0,99580.0
20201107:1500,25.89,93.2,0.0,-0.0,0.0,414.15,0.69,109.0,99650.0
20201107:1600,25.6,93.2,0.0,-0.0,0.0,416.3,1.24,138.0,99710.0
20201107:1700,24.85,96.2,0.0,-0.0,0.0,420.15,1.17,126.0,99690.0
20201107:1800,24.49,96.2,0.0,-0.0,0.0,415.9,0.97,116.0,99680.0
20201107:1900,24.78,93.15,0.0,-0.0,0.0,424.6,0.62,175.0,99640.0
20201107:2000,24.41,93.1,0.0,-0.0,0.0,409.3,0.62,178.0,99550.0
20201107:2100,24.12,93.1,0.0,-0.0,0.0,405.65,0.62,179.0,99510.0
20201107:2200,24.12,93.1,0.0,-0.0,0.0,396.75,0.55,165.0,99500.0
20201107:2300,23.41,96.2,0.0,-0.0,0.0,393.65,0.83,127.0,99510.0
20201108:0000,23.18,96.2,0.0,-0.0,0.0,392.85,1.17,110.0,99530.0
20201108:0100,23.05,99.4,47.1,0.0,47.1,393.95,1.24,104.0,99590.0
20201108:0200,24.45,93.1,308.55,773.16,90.85,393.65,0.48,115.0,99650.0
20201108:0300,26.19,84.55,482.85,734.07,116.75,399.25,0.41,179.0,99740.0
20201108:0400,27.63,76.85,653.65,739.73,151.75,402.75,0.69,223.0,99770.0
20201108:0500,28.62,72.15,680.45,633.68,168.05,417.05,1.03,233.0,99740.0
20201108:0600,28.85,69.85,537.85,377.86,205.25,427.1,1.1,236.0,99660.0
20201108:0700,28.29,74.5,639.15,447.86,241.25,423.65,0.55,240.0,99610.0
20201108:0800,29.0,72.15,492.9,340.88,209.05,429.85,0.9,264.0,99490.0
20201108:0900,28.61,72.15,309.8,189.24,174.15,428.3,1.17,264.0,99410.0
20201108:1000,27.18,81.95,143.2,11.85,136.7,437.35,1.03,208.0,99390.0
20201108:1100,25.89,93.2,52.3,15.16,47.15,425.95,0.21,138.0,99470.0
20201108:1200,25.21,96.25,2.9,0.0,2.9,421.7,0.41,109.0,99540.0
20201108:1300,24.96,96.2,0.0,-0.0,0.0,420.55,0.69,107.0,99610.0
20201108:1400,24.63,96.2,0.0,-0.0,0.0,417.65,0.48,122.0,99690.0
20201108:1500,24.16,96.2,0.0,-0.0,0.0,417.65,0.69,149.0,99730.0
20201108:1600,23.94,99.4,0.0,-0.0,0.0,418.0,0.62,141.0,99750.0
20201108:1700,23.42,99.4,0.0,-0.0,0.0,411.05,1.1,133.0,99720.0
20201108:1800,23.14,99.4,0.0,-0.0,0.0,407.55,1.24,126.0,99670.0
20201108:1900,23.07,99.4,0.0,-0.0,0.0,412.8,1.03,101.0,99680.0
20201108:2000,23.03,99.4,0.0,-0.0,0.0,410.65,0.9,88.0,99590.0
20201108:2100,22.93,99.4,0.0,-0.0,0.0,411.25,0.76,53.0,99530.0
20201108:2200,22.48,100.0,0.0,-0.0,0.0,403.5,0.62,46.0,99530.0
20201108:2300,22.18,99.4,0.0,-0.0,0.0,401.75,0.69,90.0,99530.0
20201109:0000,22.72,96.15,0.0,-0.0,0.0,398.3,0.9,100.0,99550.0
20201109:0100,21.92,99.4,47.21,0.0,47.21,405.55,0.69,94.0,99600.0
20201109:0200,23.82,96.2,287.95,726.3,84.75,395.55,0.28,54.0,99660.0
20201109:0300,25.27,90.2,482.85,681.55,144.35,395.75,0.28,63.0,99730.0
20201109:0400,26.6,81.9,667.2,772.73,144.65,403.3,0.07,62.0,99730.0
20201109:0500,28.02,76.85,786.85,773.06,163.55,409.5,0.28,300.0,99650.0
20201109:0600,29.35,72.15,742.1,660.55,162.2,411.85,0.62,284.0,99550.0
20201109:0700,29.71,67.7,661.75,562.54,163.2,423.25,0.97,320.0,99440.0
20201109:0800,29.82,65.5,586.5,527.79,148.05,421.5,0.9,318.0,99350.0
20201109:0900,30.35,63.5,487.65,499.83,130.2,420.15,1.03,298.0,99230.0
20201109:1000,29.78,67.7,334.55,418.93,105.25,421.7,0.69,280.0,99230.0
20201109:1100,28.71,77.0,120.2,203.22,51.35,420.15,0.76,240.0,99220.0
20201109:1200,27.91,82.05,6.85,13.5,5.45,422.85,1.1,219.0,99290.0
20201109:1300,26.86,87.4,0.0,-0.0,0.0,413.2,1.1,204.0,99360.0
20201109:1400,26.07,90.2,0.0,-0.0,0.0,407.95,1.03,168.0,99450.0
20201109:1500,25.46,93.15,0.0,-0.0,0.0,405.25,0.97,142.0,99510.0
20201109:1600,25.15,93.15,0.0,-0.0,0.0,406.2,0.97,129.0,99530.0
20201109:1700,24.96,96.2,0.0,-0.0,0.0,403.9,1.1,122.0,99520.0
20201109:1800,24.73,96.2,0.0,-0.0,0.0,409.3,1.1,118.0,99480.0
20201109:1900,24.47,96.2,0.0,-0.0,0.0,397.7,0.69,97.0,99370.0
20201109:2000,24.1,93.1,0.0,-0.0,0.0,395.2,1.03,86.0,99310.0
20201109:2100,23.77,93.1,0.0,-0.0,0.0,395.95,1.38,81.0,99280.0
20201109:2200,23.45,96.2,0.0,-0.0,0.0,402.95,1.38,92.0,99280.0
20201109:2300,23.08,93.05,0.0,-0.0,0.0,397.5,1.1,102.0,99300.0
20201110:0000,22.55,96.15,0.0,-0.0,0.0,389.0,0.69,103.0,99310.0
20201110:0100,22.37,96.15,66.35,0.0,66.35,384.85,1.17,110.0,99380.0
20201110:0200,23.47,93.05,260.9,409.8,147.0,382.4,0.9,118.0,99440.0
20201110:0300,25.16,87.3,495.5,589.4,204.0,387.65,0.83,136.0,99500.0
20201110:0400,26.97,79.3,676.45,655.36,234.75,387.05,0.55,152.0,99520.0
20201110:0500,28.34,67.5,769.9,648.99,248.15,398.85,0.41,186.0,99450.0
20201110:0600,29.32,65.4,769.1,510.39,322.2,396.95,0.62,221.0,99360.0
20201110:0700,30.0,61.35,742.3,464.1,332.0,401.75,0.41,246.0,99280.0
20201110:0800,30.48,59.45,607.15,398.41,276.95,403.3,0.76,252.0,99150.0
20201110:0900,30.31,59.45,458.85,297.55,246.55,407.55,1.24,242.0,99080.0
20201110:1000,29.47,65.4,241.2,146.04,161.45,412.8,1.86,238.0,99050.0
20201110:1100,28.2,72.1,105.65,57.85,86.1,410.85,1.72,235.0,99060.0
20201110:1200,27.03,81.9,7.75,5.33,7.2,398.65,1.24,231.0,99130.0
20201110:1300,26.21,84.55,0.0,-0.0,0.0,396.15,1.03,224.0,99200.0
20201110:1400,25.39,93.15,0.0,-0.0,0.0,392.65,0.55,168.0,99310.0
20201110:1500,24.88,93.15,0.0,-0.0,0.0,390.75,0.9,117.0,99390.0
20201110:1600,24.43,96.2,0.0,-0.0,0.0,391.7,1.1,110.0,99440.0
20201110:1700,24.12,93.1,0.0,-0.0,0.0,389.95,1.24,102.0,99430.0
20201110:1800,23.8,96.2,0.0,-0.0,0.0,388.6,1.31,98.0,99400.0
20201110:1900,23.49,96.2,0.0,-0.0,0.0,380.65,1.17,106.0,99360.0
20201110:2000,22.83,96.15,0.0,-0.0,0.0,377.75,1.24,92.0,99280.0
20201110:2100,22.21,96.15,0.0,-0.0,0.0,374.65,1.24,76.0,99270.0
20201110:2200,21.73,96.15,0.0,-0.0,0.0,372.35,1.24,73.0,99250.0
20201110:2300,21.39,96.15,0.0,-0.0,0.0,370.8,1.24,72.0,99260.0
20201111:0000,21.03,99.4,0.0,-0.0,0.0,367.9,1.31,71.0,99290.0
20201111:0100,20.81,96.15,40.25,0.0,40.25,365.7,1.31,74.0,99350.0
20201111:0200,22.68,90.05,333.05,908.81,82.15,372.35,0.69,84.0,99440.0
20201111:0300,25.35,79.1,552.9,905.67,106.9,367.3,0.34,109.0,99490.0
20201111:0400,27.16,71.9,735.2,922.29,115.7,376.6,0.28,209.0,99520.0
20201111:0500,28.46,65.3,806.65,822.54,147.3,387.45,0.62,246.0,99480.0
20201111:0600,29.35,63.3,753.05,701.41,140.5,400.4,0.9,252.0,99380.0
20201111:0700,29.93,59.35,738.4,660.65,155.75,396.75,1.17,236.0,99310.0
20201111:0800,30.03,59.35,663.0,629.05,142.85,405.85,1.59,244.0,99220.0
20201111:0900,29.76,61.35,492.7,504.0,133.9,412.8,2.07,244.0,99150.0
20201111:1000,29.03,63.3,303.05,353.76,110.3,413.0,2.07,244.0,99120.0
20201111:1100,28.06,69.65,94.95,124.0,53.15,409.1,1.66,249.0,99150.0
20201111:1200,27.0,76.7,8.45,13.13,7.1,412.2,0.83,255.0,99200.0
20201111:1300,26.52,76.65,0.0,-0.0,0.0,405.45,0.21,297.0,99300.0
20201111:1400,25.86,81.8,0.0,-0.0,0.0,403.9,0.83,25.0,99350.0
20201111:1500,25.35,84.45,0.0,-0.0,0.0,400.6,1.24,26.0,99420.0
20201111:1600,24.68,87.25,0.0,-0.0,0.0,398.3,1.31,35.0,99450.0
20201111:1700,24.26,90.1,0.0,-0.0,0.0,398.1,1.17,52.0,99470.0
20201111:1800,23.83,90.1,0.0,-0.0,0.0,397.5,1.1,73.0,99430.0
20201111:1900,23.66,90.1,0.0,-0.0,0.0,400.0,0.9,91.0,99470.0
20201111:2000,23.53,93.05,0.0,-0.0,0.0,405.45,0.9,78.0,99410.0
20201111:2100,23.65,90.1,0.0,-0.0,0.0,416.85,0.9,92.0,99380.0
20201111:2200,23.71,90.1,0.0,-0.0,0.0,414.55,1.03,104.0,99370.0
20201111:2300,23.66,90.1,0.0,-0.0,0.0,415.1,1.1,95.0,99380.0
20201112:0000,23.63,87.15,0.0,-0.0,0.0,416.85,1.1,85.0,99400.0
20201112:0100,23.61,87.15,52.45,0.0,52.45,414.45,1.03,66.0,99440.0
20201112:0200,24.23,87.2,263.2,448.43,140.25,402.55,0.34,59.0,99470.0
20201112:0300,26.28,74.15,493.0,715.56,142.15,402.15,0.14,262.0,99520.0
20201112:0400,27.82,69.65,626.15,655.28,187.5,407.2,0.34,236.0,99540.0
20201112:0500,28.92,65.4,562.9,414.26,231.8,413.95,0.55,184.0,99520.0
20201112:0600,29.15,65.4,682.85,542.64,210.2,423.45,0.83,197.0,99450.0
20201112:0700,30.02,63.4,611.85,453.22,213.1,432.15,0.62,222.0,99320.0
20201112:0800,29.53,69.85,448.5,234.06,255.4,434.85,0.69,210.0,99250.0
20201112:0900,29.07,69.85,185.65,49.34,150.6,433.9,1.31,191.0,99190.0
20201112:1000,27.94,76.85,133.75,4.41,131.35,436.8,0.97,176.0,99120.0
20201112:1100,27.63,79.4,67.45,17.99,61.4,436.0,0.9,152.0,99150.0
20201112:1200,27.08,87.4,5.0,0.0,5.0,428.3,0.83,146.0,99200.0
20201112:1300,26.52,87.35,0.0,-0.0,0.0,424.6,1.24,165.0,99270.0
20201112:1400,26.11,87.35,0.0,-0.0,0.0,425.4,1.24,162.0,99370.0
20201112:1500,25.98,90.2,0.0,-0.0,0.0,427.9,0.97,137.0,99470.0
20201112:1600,25.94,90.2,0.0,-0.0,0.0,424.8,0.41,51.0,99490.0
20201112:1700,25.73,90.2,0.0,-0.0,0.0,422.3,0.34,12.0,99490.0
20201112:1800,25.25,87.3,0.0,-0.0,0.0,422.1,0.97,106.0,99480.0
20201112:1900,24.86,93.15,0.0,-0.0,0.0,423.45,0.83,161.0,99470.0
20201112:2000,24.52,96.2,0.0,-0.0,0.0,427.7,0.55,139.0,99400.0
20201112:2100,24.18,96.2,0.0,-0.0,0.0,429.65,0.55,73.0,99350.0
20201112:2200,24.01,99.4,0.0,-0.0,0.0,427.5,0.76,79.0,99320.0
20201112:2300,23.79,99.4,0.0,-0.0,0.0,432.15,0.83,106.0,99320.0
20201113:0000,23.77,96.2,0.0,-0.0,0.0,422.3,0.83,105.0,99360.0
20201113:0100,23.41,99.4,36.45,0.0,36.45,423.15,0.62,49.0,99400.0
20201113:0200,24.28,99.4,213.05,361.43,114.65,415.5,0.55,13.0,99460.0
20201113:0300,24.92,93.15,369.1,431.94,158.25,407.95,0.55,356.0,99540.0
20201113:0400,27.08,81.9,478.25,432.99,189.4,414.75,0.34,319.0,99570.0
20201113:0500,28.17,74.5,555.9,419.49,221.6,423.85,0.48,269.0,99540.0
20201113:0600,28.88,72.15,535.35,267.45,303.0,432.75,1.03,237.0,99470.0
20201113:0700,28.38,74.5,421.6,199.15,246.8,427.5,0.34,255.0,99420.0
20201113:0800,27.96,76.85,345.5,97.37,265.35,429.25,0.34,232.0,99280.0
20201113:0900,27.1,81.95,221.9,39.85,193.65,430.6,0.21,164.0,99200.0
20201113:1000,26.47,87.35,160.35,41.56,137.8,428.3,0.07,288.0,99150.0
20201113:1100,26.34,90.25,73.85,23.68,65.9,425.4,0.07,290.0,99120.0
20201113:1200,26.0,96.25,5.3,4.4,4.85,421.9,0.28,168.0,99200.0
20201113:1300,25.91,93.2,0.0,-0.0,0.0,420.15,0.14,130.0,99290.0
20201113:1400,25.51,96.25,0.0,-0.0,0.0,416.65,0.28,109.0,99380.0
20201113:1500,25.4,96.25,0.0,-0.0,0.0,420.75,0.9,99.0,99450.0
20201113:1600,25.09,96.25,0.0,-0.0,0.0,420.35,0.76,102.0,99470.0
20201113:1700,24.85,96.2,0.0,-0.0,0.0,419.2,0.69,114.0,99460.0
20201113:1800,24.58,96.2,0.0,-0.0,0.0,417.45,0.9,130.0,99380.0
20201113:1900,23.97,100.0,0.0,-0.0,0.0,426.35,0.41,92.0,99400.0
20201113:2000,23.96,99.4,0.0,-0.0,0.0,426.75,0.34,34.0,99320.0
20201113:2100,23.85,99.4,0.0,-0.0,0.0,424.0,0.55,67.0,99250.0
20201113:2200,23.74,99.4,0.0,-0.0,0.0,424.4,0.83,68.0,99220.0
20201113:2300,23.6,99.4,0.0,-0.0,0.0,422.85,0.9,51.0,99180.0
20201114:0000,23.76,96.2,0.0,-0.0,0.0,419.4,0.83,43.0,99190.0
20201114:0100,23.2,99.4,32.9,0.0,32.9,416.0,0.9,52.0,99250.0
20201114:0200,23.63,99.4,151.95,170.55,105.85,419.2,0.55,94.0,99320.0
20201114:0300,24.7,96.2,386.8,495.71,145.9,413.4,0.48,152.0,99430.0
20201114:0400,26.18,87.35,460.2,432.39,172.75,407.75,1.03,209.0,99480.0
20201114:0500,27.14,79.35,619.1,501.33,220.75,412.6,1.24,221.0,99460.0
20201114:0600,27.87,76.85,743.9,545.0,271.65,421.7,1.45,232.0,99380.0
20201114:0700,31.01,61.55,683.55,510.42,236.6,425.2,0.55,133.0,99120.0
20201114:0800,31.49,59.65,613.35,457.02,237.95,434.1,0.83,209.0,98990.0
20201114:0900,31.39,59.65,496.05,471.27,162.65,428.65,1.24,229.0,98870.0
20201114:1000,30.04,69.95,324.2,384.63,115.9,429.45,1.17,240.0,98850.0
20201114:1100,29.29,77.0,130.1,224.9,54.75,431.95,1.17,241.0,98880.0
20201114:1200,28.22,82.1,7.65,21.58,5.45,428.45,1.17,235.0,98950.0
20201114:1300,27.24,84.65,0.0,-0.0,0.0,423.45,1.1,239.0,99040.0
20201114:1400,26.66,87.4,0.0,-0.0,0.0,420.35,0.9,241.0,99160.0
20201114:1500,26.12,87.35,0.0,-0.0,0.0,422.45,1.1,157.0,99300.0
20201114:1600,25.44,93.15,0.0,-0.0,0.0,422.65,1.17,145.0,99370.0
20201114:1700,24.89,93.15,0.0,-0.0,0.0,412.8,0.97,171.0,99370.0
20201114:1800,24.63,93.15,0.0,-0.0,0.0,412.6,0.69,165.0,99330.0
20201114:1900,24.64,93.15,0.0,-0.0,0.0,407.0,0.62,108.0,99280.0
20201114:2000,24.17,93.1,0.0,-0.0,0.0,400.6,0.62,82.0,99150.0
20201114:2100,23.74,93.1,0.0,-0.0,0.0,396.75,0.97,74.0,99110.0
20201114:2200,23.63,93.1,0.0,-0.0,0.0,393.05,1.17,93.0,99060.0
20201114:2300,23.23,96.2,0.0,-0.0,0.0,395.55,1.24,95.0,99080.0
20201115:0000,23.01,99.4,0.0,-0.0,0.0,395.2,1.24,92.0,99120.0
20201115:0100,22.89,96.15,40.7,0.0,40.7,395.7,1.24,89.0,99200.0
20201115:0200,24.15,93.1,240.7,556.99,91.25,397.3,0.55,99.0,99270.0
20201115:0300,25.99,87.3,455.25,662.31,134.85,404.3,0.34,142.0,99350.0
20201115:0400,27.52,79.35,549.05,543.65,188.9,409.5,0.28,180.0,99370.0
20201115:0500,28.58,72.1,681.2,583.71,218.75,416.3,0.48,231.0,99330.0
20201115:0600,29.03,69.85,477.85,225.51,282.95,424.2,0.34,246.0,99230.0
20201115:0700,31.53,61.65,342.4,54.77,294.55,437.2,0.34,213.0,99200.0
20201115:0800,28.18,74.5,337.85,81.38,271.15,431.0,0.55,194.0,99090.0
20201115:0900,28.25,72.1,292.45,156.57,181.9,439.7,0.69,207.0,99000.0
20201115:1000,27.52,84.65,152.15,73.44,112.45,435.85,0.62,223.0,98950.0
20201115:1100,26.6,93.2,64.45,34.83,52.8,435.85,0.34,138.0,98970.0
20201115:1200,25.94,96.25,3.7,0.98,3.6,431.35,1.03,107.0,99000.0
20201115:1300,25.79,90.2,0.0,-0.0,0.0,429.25,1.24,126.0,99080.0
20201115:1400,25.26,93.15,0.0,-0.0,0.0,425.55,1.1,129.0,99180.0
20201115:1500,24.79,96.2,0.0,-0.0,0.0,430.6,1.03,104.0,99260.0
20201115:1600,24.44,99.4,0.0,-0.0,0.0,419.4,1.1,113.0,99310.0
20201115:1700,24.22,99.4,0.0,-0.0,0.0,418.2,1.03,131.0,99320.0
20201115:1800,23.96,99.4,0.0,-0.0,0.0,414.9,1.1,139.0,99290.0
20201115:1900,23.84,99.4,0.0,-0.0,0.0,413.4,1.1,94.0,99200.0
20201115:2000,23.5,99.4,0.0,-0.0,0.0,409.5,1.1,77.0,99100.0
20201115:2100,23.14,99.4,0.0,-0.0,0.0,406.8,0.83,84.0,99050.0
20201115:2200,22.96,99.4,0.0,-0.0,0.0,404.45,0.69,104.0,99030.0
20201115:2300,22.44,99.4,0.0,-0.0,0.0,404.65,0.83,147.0,99110.0
20201116:0000,23.64,93.1,0.0,-0.0,0.0,410.45,1.1,159.0,99190.0
20201116:0100,22.65,99.4,35.55,0.0,35.55,417.75,1.17,130.0,99280.0
20201116:0200,24.49,96.2,223.15,434.45,107.45,413.55,0.69,90.0,99320.0
20201116:0300,26.12,84.55,370.85,317.41,218.0,411.85,0.41,73.0,99390.0
20201116:0400,27.36,79.35,467.7,255.4,299.1,417.65,0.07,344.0,99420.0
20201116:0500,28.4,76.95,564.85,308.07,321.5,426.15,0.28,304.0,99400.0
20201116:0600,29.53,72.15,203.15,6.03,197.95,434.3,0.55,240.0,99320.0
20201116:0700,25.89,87.3,118.6,0.0,118.6,431.75,1.03,220.0,99400.0
20201116:0800,26.7,87.4,110.0,0.55,109.55,433.5,1.1,209.0,99300.0
20201116:0900,25.38,96.25,59.75,0.0,59.75,427.1,0.48,173.0,99230.0
20201116:1000,24.78,99.4,24.55,0.0,24.55,429.45,0.41,62.0,99180.0
20201116:1100,24.44,99.4,17.9,0.0,17.9,430.2,0.69,45.0,99170.0
20201116:1200,24.28,99.4,1.45,0.0,1.45,426.15,0.69,66.0,99200.0
20201116:1300,24.07,99.4,0.0,-0.0,0.0,424.2,0.9,59.0,99230.0
20201116:1400,23.87,99.4,0.0,-0.0,0.0,420.15,0.76,25.0,99290.0
20201116:1500,23.54,100.0,0.0,-0.0,0.0,415.3,0.9,28.0,99350.0
20201116:1600,23.37,99.4,0.0,-0.0,0.0,416.3,0.9,42.0,99410.0
20201116:1700,23.24,99.4,0.0,-0.0,0.0,416.65,0.83,39.0,99400.0
20201116:1800,22.99,100.0,0.0,-0.0,0.0,411.85,0.55,62.0,99370.0
20201116:1900,22.77,99.4,0.0,-0.0,0.0,413.55,1.17,49.0,99270.0
20201116:2000,23.19,93.05,0.0,-0.0,0.0,413.2,1.31,79.0,99160.0
20201116:2100,22.95,96.15,0.0,-0.0,0.0,409.5,1.52,97.0,99070.0
20201116:2200,22.88,96.15,0.0,-0.0,0.0,413.0,1.45,94.0,99030.0
20201116:2300,22.53,99.4,0.0,-0.0,0.0,408.15,1.38,100.0,99030.0
20201117:0000,22.68,93.05,0.0,-0.0,0.0,403.3,1.17,113.0,99050.0
20201117:0100,22.64,93.05,35.4,0.0,35.4,405.15,0.62,88.0,99120.0
20201117:0200,23.31,96.2,126.3,94.41,101.35,402.9,0.34,66.0,99180.0
20201117:0300,24.47,96.2,298.75,227.41,189.75,414.75,0.0,355.0,99280.0
20201117:0400,25.72,90.2,381.65,200.82,249.55,415.9,0.55,235.0,99370.0
20201117:0500,26.75,84.6,284.35,86.34,216.35,416.3,1.03,234.0,99390.0
20201117:0600,26.96,84.6,337.55,192.06,172.4,425.2,0.9,221.0,99340.0
20201117:0700,25.88,87.3,539.4,335.3,247.8,428.65,0.34,281.0,99220.0
20201117:0800,26.99,81.9,366.8,166.85,230.6,424.0,0.9,299.0,99080.0
20201117:0900,26.56,81.85,336.95,236.76,170.4,430.8,0.9,301.0,98980.0
20201117:1000,26.77,81.9,219.55,181.05,122.0,423.25,1.24,286.0,98950.0
20201117:1100,26.5,84.55,45.85,4.05,44.5,427.3,1.1,258.0,99000.0
20201117:1200,25.38,90.2,2.3,0.0,2.3,428.85,0.34,172.0,99050.0
