Latitude (decimal degrees):	9.948
Longitude (decimal degrees):	76.569
Elevation (m):	50
Radiation database:	PVGIS-ERA5


Slope: 45 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20201205:1630,0.0,0.0,0.0,0.0,23.41,1.24,0.0
20201205:1730,0.0,0.0,0.0,0.0,23.19,1.24,0.0
20201205:1830,0.0,0.0,0.0,0.0,22.97,1.24,0.0
20201205:1930,0.0,0.0,0.0,0.0,22.82,1.31,0.0
20201205:2030,0.0,0.0,0.0,0.0,22.65,1.1,0.0
20201205:2130,0.0,0.0,0.0,0.0,22.37,1.17,0.0
20201205:2230,0.0,0.0,0.0,0.0,22.21,1.17,0.0
20201205:2330,0.0,0.0,0.0,0.0,22.05,1.31,0.0
20201206:0030,0.0,0.0,0.0,0.0,22.37,1.31,0.0
20201206:0130,0.0,15.09,0.57,6.36,21.92,1.38,0.0
20201206:0230,179.27,96.2,5.79,19.62,22.32,0.97,0.0
20201206:0330,264.54,138.32,9.67,32.24,24.38,0.62,0.0
20201206:0430,382.38,149.15,13.33,43.65,25.31,0.28,0.0
20201206:0530,460.04,157.86,15.93,52.71,26.48,0.55,0.0
20201206:0630,353.42,239.32,16.07,57.36,27.77,1.03,0.0
20201206:0730,167.43,220.31,11.25,55.77,27.8,0.69,0.0
20201206:0830,161.27,192.76,10.06,48.64,27.71,0.48,0.0
20201206:0930,88.08,87.23,4.85,38.22,27.43,0.21,0.0
20201206:1030,35.2,70.87,3.05,26.12,26.34,0.07,0.0
20201206:1130,0.41,16.52,0.57,13.13,25.41,0.14,0.0
20201206:1230,0.0,0.0,0.0,-0.33,25.55,0.62,0.0
20201206:1330,0.0,0.0,0.0,0.0,24.81,1.03,0.0
20201206:1430,0.0,0.0,0.0,0.0,24.33,1.1,0.0
20201206:1530,0.0,0.0,0.0,0.0,24.24,0.69,0.0
20201206:1630,0.0,0.0,0.0,0.0,23.77,0.76,0.0
20201206:1730,0.0,0.0,0.0,0.0,23.62,0.62,0.0
20201206:1830,0.0,0.0,0.0,0.0,23.54,0.48,0.0
20201206:1930,0.0,0.0,0.0,0.0,23.41,0.48,0.0
20201206:2030,0.0,0.0,0.0,0.0,23.23,0.62,0.0
20201206:2130,0.0,0.0,0.0,0.0,23.08,0.62,0.0
20201206:2230,0.0,0.0,0.0,0.0,23.03,0.76,0.0
20201206:2330,0.0,0.0,0.0,0.0,22.96,0.97,0.0
20201207:0030,0.0,0.0,0.0,0.0,23.03,1.17,0.0
20201207:0130,0.0,4.73,0.18,6.24,22.66,1.38,0.0
20201207:0230,5.22,44.4,1.61,19.49,22.47,1.31,0.0
20201207:0330,32.94,99.44,4.04,32.1,22.62,1.17,0.0
20201207:0430,219.32,203.48,11.42,43.5,23.31,0.76,0.0
20201207:0530,617.31,222.28,21.34,52.56,24.55,0.55,0.0
20201207:0630,614.39,201.58,21.05,57.23,27.52,0.28,0.0
20201207:0730,439.16,220.92,17.4,55.69,28.28,0.62,0.0
20201207:0830,454.02,224.74,17.39,48.62,28.27,0.83,0.0
20201207:0930,160.87,189.29,9.56,38.24,28.59,0.97,0.0
20201207:1030,70.51,124.32,5.39,26.16,27.9,0.83,0.0
20201207:1130,4.69,56.26,1.98,13.19,27.41,0.41,0.0
20201207:1230,0.0,0.0,0.0,-0.26,26.84,0.34,0.0
20201207:1330,0.0,0.0,0.0,0.0,26.16,0.28,0.0
20201207:1430,0.0,0.0,0.0,0.0,25.57,0.55,0.0
20201207:1530,0.0,0.0,0.0,0.0,25.03,0.9,0.0
20201207:1630,0.0,0.0,0.0,0.0,25.01,1.1,0.0
20201207:1730,0.0,0.0,0.0,0.0,24.43,1.17,0.0
20201207:1830,0.0,0.0,0.0,0.0,24.25,1.17,0.0
20201207:1930,0.0,0.0,0.0,0.0,24.05,1.1,0.0
20201207:2030,0.0,0.0,0.0,0.0,23.92,1.17,0.0
20201207:2130,0.0,0.0,0.0,0.0,23.55,1.24,0.0
20201207:2230,0.0,0.0,0.0,0.0,23.24,1.17,0.0
20201207:2330,0.0,0.0,0.0,0.0,23.1,1.24,0.0
20201208:0030,0.0,0.0,0.0,0.0,22.68,1.17,0.0
20201208:0130,0.0,20.44,0.77,6.12,22.47,1.17,0.0
20201208:0230,260.7,93.08,6.87,19.36,23.07,0.55,0.0
20201208:0330,459.74,120.72,12.99,31.96,25.7,0.28,0.0
20201208:0430,585.75,135.98,17.45,43.36,27.23,0.07,0.0
20201208:0530,622.28,145.22,19.35,52.41,28.33,0.0,0.0
20201208:0630,742.86,149.18,22.7,57.11,29.32,0.21,0.0
20201208:0730,615.99,173.68,20.2,55.62,30.24,0.83,0.0
20201208:0830,272.1,163.26,11.56,48.6,30.33,1.45,0.0
20201208:0930,246.07,153.35,10.16,38.26,27.66,0.69,0.0
20201208:1030,170.01,97.51,6.25,26.2,27.08,1.03,0.0
20201208:1130,149.2,69.47,3.88,13.25,26.37,0.41,0.0
20201208:1230,0.0,0.0,0.0,-0.18,25.99,0.21,0.0
20201208:1330,0.0,0.0,0.0,0.0,25.63,0.48,0.0
20201208:1430,0.0,0.0,0.0,0.0,25.18,0.69,0.0
20201208:1530,0.0,0.0,0.0,0.0,24.9,0.34,0.0
20201208:1630,0.0,0.0,0.0,0.0,24.59,0.41,0.0
20201208:1730,0.0,0.0,0.0,0.0,24.06,0.69,0.0
20201208:1830,0.0,0.0,0.0,0.0,23.58,1.03,0.0
20201208:1930,0.0,0.0,0.0,0.0,23.23,0.83,0.0
20201208:2030,0.0,0.0,0.0,0.0,23.37,0.55,0.0
20201208:2130,0.0,0.0,0.0,0.0,23.01,0.9,0.0
20201208:2230,0.0,0.0,0.0,0.0,22.93,1.1,0.0
20201208:2330,0.0,0.0,0.0,0.0,22.8,1.1,0.0
20201209:0030,0.0,0.0,0.0,0.0,22.49,1.31,0.0
20201209:0130,0.0,22.15,0.84,6.0,22.3,1.31,0.0
20201209:0230,235.54,98.19,6.59,19.23,22.91,0.97,0.0
20201209:0330,478.98,138.09,13.77,31.83,24.63,0.69,0.0
20201209:0430,680.44,129.42,19.39,43.22,26.53,0.28,0.0
20201209:0530,727.04,165.21,22.33,52.27,27.96,0.28,0.0
20201209:0630,753.69,169.57,23.47,57.0,29.25,0.55,0.0
20201209:0730,572.94,175.99,19.22,55.55,29.7,0.34,0.0
20201209:0830,591.42,132.95,17.97,48.58,29.68,1.03,0.0
20201209:0930,486.46,131.98,14.59,38.28,29.42,1.31,0.0
20201209:1030,288.04,90.62,8.17,26.25,28.85,1.03,0.0
20201209:1130,169.14,68.68,4.09,13.32,27.57,0.55,0.0
20201209:1230,0.0,0.0,0.0,-0.1,26.66,0.41,0.0
20201209:1330,0.0,0.0,0.0,0.0,26.13,0.69,0.0
20201209:1430,0.0,0.0,0.0,0.0,25.65,0.83,0.0
20201209:1530,0.0,0.0,0.0,0.0,25.18,1.24,0.0
20201209:1630,0.0,0.0,0.0,0.0,24.53,1.31,0.0
20201209:1730,0.0,0.0,0.0,0.0,24.13,1.24,0.0
20201209:1830,0.0,0.0,0.0,0.0,23.8,1.1,0.0
20201209:1930,0.0,0.0,0.0,0.0,23.85,0.76,0.0
20201209:2030,0.0,0.0,0.0,0.0,23.63,1.03,0.0
20201209:2130,0.0,0.0,0.0,0.0,23.53,1.17,0.0
20201209:2230,0.0,0.0,0.0,0.0,23.31,1.38,0.0
20201209:2330,0.0,0.0,0.0,0.0,22.98,1.31,0.0
20201210:0030,0.0,0.0,0.0,0.0,22.8,1.31,0.0
20201210:0130,0.0,19.94,0.75,5.88,22.59,1.38,0.0
20201210:0230,288.31,96.33,7.3,19.11,23.27,1.1,0.0
20201210:0330,477.83,129.69,13.5,31.69,25.57,0.9,0.0
20201210:0430,616.42,151.3,18.46,43.08,27.11,0.83,0.0
20201210:0530,563.57,177.42,18.78,52.14,28.42,0.55,0.0
20201210:0630,669.43,178.92,21.66,56.89,29.17,0.34,0.0
20201210:0730,628.18,197.41,21.09,55.5,29.8,0.28,0.0
20201210:0830,477.03,198.36,17.12,48.57,30.06,0.9,0.0
20201210:0930,423.45,155.67,13.88,38.31,29.34,1.38,0.0
20201210:1030,295.32,113.3,8.9,26.3,28.59,1.45,0.0
20201210:1130,130.22,65.37,3.57,13.39,27.94,1.24,0.0
20201210:1230,0.0,0.0,0.0,-0.02,27.07,0.83,0.0
20201210:1330,0.0,0.0,0.0,0.0,26.07,0.28,0.0
20201210:1430,0.0,0.0,0.0,0.0,25.06,0.76,0.0
20201210:1530,0.0,0.0,0.0,0.0,24.14,0.76,0.0
20201210:1630,0.0,0.0,0.0,0.0,23.67,0.9,0.0
20201210:1730,0.0,0.0,0.0,0.0,23.35,1.03,0.0
20201210:1830,0.0,0.0,0.0,0.0,23.37,0.76,0.0
20201210:1930,0.0,0.0,0.0,0.0,22.71,0.83,0.0
20201210:2030,0.0,0.0,0.0,0.0,22.44,0.76,0.0
20201210:2130,0.0,0.0,0.0,0.0,22.08,0.9,0.0
20201210:2230,0.0,0.0,0.0,0.0,21.89,1.03,0.0
20201210:2330,0.0,0.0,0.0,0.0,21.56,1.31,0.0
20201211:0030,0.0,0.0,0.0,0.0,22.08,1.24,0.0
20201211:0130,0.0,21.02,0.79,5.76,21.04,1.24,0.0
20201211:0230,298.4,98.52,7.48,18.98,22.49,0.76,0.0
20201211:0330,500.92,128.69,13.9,31.56,24.58,0.69,0.0
20201211:0430,669.29,136.04,19.23,42.95,26.1,0.41,0.0
20201211:0530,790.45,145.17,23.25,52.01,27.82,0.14,0.0
20201211:0630,615.07,200.71,20.94,56.79,28.67,0.62,0.0
20201211:0730,730.28,137.09,21.88,55.45,29.08,1.17,0.0
20201211:0830,603.91,164.84,19.07,48.57,29.56,1.17,0.0
20201211:0930,376.02,171.43,13.31,38.34,29.61,1.31,0.0
20201211:1030,338.03,114.58,9.69,26.36,29.15,1.52,0.0
20201211:1130,159.21,66.95,3.95,13.46,28.32,1.52,0.0
20201211:1230,0.0,5.93,0.22,0.06,27.17,1.45,0.0
20201211:1330,0.0,0.0,0.0,0.0,26.21,1.38,0.0
20201211:1430,0.0,0.0,0.0,0.0,25.51,1.17,0.0
20201211:1530,0.0,0.0,0.0,0.0,25.01,1.03,0.0
20201211:1630,0.0,0.0,0.0,0.0,24.79,0.9,0.0
20201211:1730,0.0,0.0,0.0,0.0,24.47,0.55,0.0
20201211:1830,0.0,0.0,0.0,0.0,24.32,0.62,0.0
20201211:1930,0.0,0.0,0.0,0.0,24.15,0.55,0.0
20201211:2030,0.0,0.0,0.0,0.0,23.84,0.76,0.0
20201211:2130,0.0,0.0,0.0,0.0,23.67,1.1,0.0
20201211:2230,0.0,0.0,0.0,0.0,23.43,1.03,0.0
20201211:2330,0.0,0.0,0.0,0.0,23.16,0.9,0.0
20201212:0030,0.0,0.0,0.0,0.0,22.81,0.97,0.0
20201212:0130,0.0,20.05,0.76,5.64,22.51,1.24,0.0
20201212:0230,290.5,94.49,7.23,18.86,22.88,0.97,0.0
20201212:0330,444.86,122.7,12.61,31.43,24.59,1.03,0.0
20201212:0430,557.83,137.27,16.73,42.82,25.83,0.9,0.0
20201212:0530,725.18,145.87,21.68,51.89,26.68,0.48,0.0
20201212:0630,798.11,141.15,23.71,56.7,28.29,0.48,0.0
20201212:0730,707.16,139.49,21.37,55.4,28.92,0.97,0.0
20201212:0830,513.93,180.39,17.42,48.58,29.02,1.38,0.0
20201212:0930,403.83,150.9,13.32,38.38,28.78,1.72,0.0
20201212:1030,341.79,112.47,9.71,26.41,28.22,2.0,0.0
20201212:1130,167.86,73.83,4.22,13.53,27.53,2.0,0.0
20201212:1230,0.0,5.78,0.22,0.14,26.45,1.59,0.0
20201212:1330,0.0,0.0,0.0,0.0,25.55,1.17,0.0
20201212:1430,0.0,0.0,0.0,0.0,24.92,0.76,0.0
20201212:1530,0.0,0.0,0.0,0.0,24.3,0.34,0.0
20201212:1630,0.0,0.0,0.0,0.0,23.89,0.9,0.0
20201212:1730,0.0,0.0,0.0,0.0,23.46,1.1,0.0
20201212:1830,0.0,0.0,0.0,0.0,23.05,0.83,0.0
20201212:1930,0.0,0.0,0.0,0.0,22.98,0.9,0.0
20201212:2030,0.0,0.0,0.0,0.0,22.5,1.17,0.0
20201212:2130,0.0,0.0,0.0,0.0,22.07,1.24,0.0
20201212:2230,0.0,0.0,0.0,0.0,21.75,1.24,0.0
20201212:2330,0.0,0.0,0.0,0.0,21.51,1.31,0.0
20201213:0030,0.0,0.0,0.0,0.0,21.2,1.38,0.0
20201213:0130,0.0,20.6,0.78,5.53,20.95,1.38,0.0
20201213:0230,324.61,92.48,7.67,18.74,21.58,1.1,0.0
20201213:0330,504.13,125.21,13.81,31.31,24.3,1.03,0.0
20201213:0430,593.49,145.94,17.72,42.69,25.98,1.24,0.0
20201213:0530,684.22,172.36,21.38,51.77,27.2,1.31,0.0
20201213:0630,803.05,151.75,24.09,56.61,28.0,1.1,0.0
20201213:0730,719.49,152.89,22.0,55.37,29.0,0.9,0.0
20201213:0830,558.02,184.43,18.52,48.59,29.23,1.24,0.0
20201213:0930,393.32,155.5,13.22,38.42,29.15,1.59,0.0
20201213:1030,368.03,112.4,10.18,26.48,28.47,1.93,0.0
20201213:1130,193.07,69.06,4.41,13.61,27.62,1.79,0.0
20201213:1230,0.0,6.09,0.23,0.23,26.48,1.24,0.0
20201213:1330,0.0,0.0,0.0,0.0,25.58,0.97,0.0
20201213:1430,0.0,0.0,0.0,0.0,24.79,0.62,0.0
20201213:1530,0.0,0.0,0.0,0.0,24.23,1.03,0.0
20201213:1630,0.0,0.0,0.0,0.0,23.7,1.31,0.0
20201213:1730,0.0,0.0,0.0,0.0,23.11,1.45,0.0
20201213:1830,0.0,0.0,0.0,0.0,22.47,1.45,0.0
20201213:1930,0.0,0.0,0.0,0.0,22.83,1.17,0.0
20201213:2030,0.0,0.0,0.0,0.0,22.44,1.38,0.0
20201213:2130,0.0,0.0,0.0,0.0,21.96,1.24,0.0
20201213:2230,0.0,0.0,0.0,0.0,21.58,1.24,0.0
20201213:2330,0.0,0.0,0.0,0.0,21.32,1.24,0.0
20201214:0030,0.0,0.0,0.0,0.0,21.05,1.31,0.0
20201214:0130,0.0,19.78,0.75,5.41,20.69,1.45,0.0
20201214:0230,285.73,96.17,7.14,18.62,21.26,0.97,0.0
20201214:0330,518.45,117.34,13.88,31.19,24.11,0.62,0.0
20201214:0430,684.23,139.14,19.54,42.57,25.89,0.28,0.0
20201214:0530,789.0,152.56,23.31,51.66,27.23,0.34,0.0
20201214:0630,839.33,130.95,24.4,56.53,28.28,0.69,0.0
20201214:0730,722.4,164.39,22.36,55.34,28.71,0.97,0.0
20201214:0830,681.18,133.14,19.98,48.61,29.17,1.24,0.0
20201214:0930,537.75,129.71,15.58,38.47,29.12,1.45,0.0
20201214:1030,336.01,121.16,9.82,26.54,28.73,1.72,0.0
20201214:1130,222.41,72.17,4.84,13.69,27.72,1.59,0.0
20201214:1230,0.0,6.79,0.26,0.32,26.45,1.24,0.0
20201214:1330,0.0,0.0,0.0,0.0,25.21,0.9,0.0
20201214:1430,0.0,0.0,0.0,0.0,24.57,1.03,0.0
20201214:1530,0.0,0.0,0.0,0.0,24.09,1.17,0.0
20201214:1630,0.0,0.0,0.0,0.0,23.67,1.38,0.0
20201214:1730,0.0,0.0,0.0,0.0,22.92,1.38,0.0
20201214:1830,0.0,0.0,0.0,0.0,22.23,1.31,0.0
20201214:1930,0.0,0.0,0.0,0.0,22.43,1.17,0.0
20201214:2030,0.0,0.0,0.0,0.0,22.08,1.31,0.0
20201214:2130,0.0,0.0,0.0,0.0,21.53,1.38,0.0
20201214:2230,0.0,0.0,0.0,0.0,21.04,1.38,0.0
20201214:2330,0.0,0.0,0.0,0.0,20.6,1.52,0.0
20201215:0030,0.0,0.0,0.0,0.0,20.32,1.52,0.0
20201215:0130,0.0,18.89,0.71,5.29,20.05,1.52,0.0
20201215:0230,258.18,101.38,6.84,18.5,20.67,1.1,0.0
20201215:0330,513.7,113.59,13.66,31.07,23.16,0.76,0.0
20201215:0430,633.59,120.31,17.9,42.45,25.33,0.41,0.0
20201215:0530,774.68,134.98,22.5,51.56,26.7,0.34,0.0
20201215:0630,782.12,169.75,24.01,56.46,28.02,0.69,0.0
20201215:0730,706.37,161.45,21.88,55.32,28.26,0.83,0.0
20201215:0830,479.89,200.83,17.19,48.63,28.72,1.1,0.0
20201215:0930,303.72,164.2,11.61,38.52,28.58,1.52,0.0
20201215:1030,282.11,114.78,8.7,26.61,27.97,1.52,0.0
20201215:1130,158.13,65.52,3.93,13.77,27.39,1.38,0.0
20201215:1230,0.0,6.71,0.25,0.41,26.37,0.97,0.0
20201215:1330,0.0,0.0,0.0,0.0,25.4,0.9,0.0
20201215:1430,0.0,0.0,0.0,0.0,24.85,0.62,0.0
20201215:1530,0.0,0.0,0.0,0.0,24.34,0.62,0.0
20201215:1630,0.0,0.0,0.0,0.0,24.04,0.48,0.0
20201215:1730,0.0,0.0,0.0,0.0,23.56,0.83,0.0
20201215:1830,0.0,0.0,0.0,0.0,23.52,1.1,0.0
20201215:1930,0.0,0.0,0.0,0.0,23.68,1.17,0.0
20201215:2030,0.0,0.0,0.0,0.0,23.51,1.31,0.0
20201215:2130,0.0,0.0,0.0,0.0,23.53,1.31,0.0
20201215:2230,0.0,0.0,0.0,0.0,23.34,1.31,0.0
20201215:2330,0.0,0.0,0.0,0.0,23.26,1.38,0.0
20201216:0030,0.0,0.0,0.0,0.0,23.21,1.31,0.0
20201216:0130,0.0,7.99,0.3,5.18,23.1,1.03,0.0
20201216:0230,0.0,23.32,0.8,18.38,22.68,0.76,0.0
20201216:0330,0.0,73.17,2.51,30.95,23.0,0.34,0.0
20201216:0430,54.69,92.61,4.36,42.34,23.07,0.41,0.0
20201216:0530,119.25,187.98,9.02,51.46,25.97,0.41,0.0
20201216:0630,146.23,279.58,12.66,56.4,24.76,0.69,0.0
20201216:0730,148.67,255.34,11.9,55.3,26.34,0.34,0.0
20201216:0830,45.05,184.9,7.29,48.66,27.58,0.48,0.0
20201216:0930,36.41,157.58,6.11,38.58,27.6,0.76,0.0
20201216:1030,24.15,99.2,3.81,26.69,25.9,0.55,0.0
20201216:1130,30.56,46.75,1.94,13.86,25.16,0.41,0.0
20201216:1230,0.0,5.59,0.21,0.51,24.54,0.48,0.0
20201216:1330,0.0,0.0,0.0,0.0,24.13,0.55,0.0
20201216:1430,0.0,0.0,0.0,0.0,23.75,0.48,0.0
20201216:1530,0.0,0.0,0.0,0.0,23.12,0.48,0.0
20201216:1630,0.0,0.0,0.0,0.0,22.62,0.55,0.0
20201216:1730,0.0,0.0,0.0,0.0,22.3,0.76,0.0
20201216:1830,0.0,0.0,0.0,0.0,22.14,1.1,0.0
20201216:1930,0.0,0.0,0.0,0.0,22.08,1.03,0.0
20201216:2030,0.0,0.0,0.0,0.0,22.13,1.03,0.0
20201216:2130,0.0,0.0,0.0,0.0,22.0,1.1,0.0
20201216:2230,0.0,0.0,0.0,0.0,22.07,1.17,0.0
20201216:2330,0.0,0.0,0.0,0.0,22.06,1.17,0.0
20201217:0030,0.0,0.0,0.0,0.0,22.34,1.17,0.0
20201217:0130,0.0,12.65,0.48,5.07,21.92,1.1,0.0
20201217:0230,159.97,63.53,4.42,18.27,22.72,0.76,0.0
20201217:0330,259.5,115.15,8.72,30.84,23.98,0.48,0.0
20201217:0430,188.99,178.58,9.92,42.23,25.2,0.21,0.0
20201217:0530,290.6,182.89,12.62,51.37,25.74,0.0,0.0
20201217:0630,399.58,219.62,16.39,56.34,26.72,0.21,0.0
20201217:0730,200.96,189.94,10.97,55.3,26.85,0.41,0.0
20201217:0830,286.7,213.51,13.33,48.69,26.5,0.34,0.0
20201217:0930,108.42,165.21,7.76,38.64,26.5,0.28,0.0
20201217:1030,95.09,109.1,5.31,26.77,27.56,0.21,0.0
20201217:1130,84.4,51.53,2.7,13.95,26.26,0.21,0.0
20201217:1230,0.0,5.78,0.22,0.6,25.42,0.69,0.0
20201217:1330,0.0,0.0,0.0,0.0,24.42,0.9,0.0
20201217:1430,0.0,0.0,0.0,0.0,24.06,0.97,0.0
20201217:1530,0.0,0.0,0.0,0.0,23.81,1.17,0.0
20201217:1630,0.0,0.0,0.0,0.0,23.44,1.24,0.0
20201217:1730,0.0,0.0,0.0,0.0,23.23,1.03,0.0
20201217:1830,0.0,0.0,0.0,0.0,23.06,1.03,0.0
20201217:1930,0.0,0.0,0.0,0.0,23.27,0.28,0.0
20201217:2030,0.0,0.0,0.0,0.0,22.62,0.9,0.0
20201217:2130,0.0,0.0,0.0,0.0,22.62,1.1,0.0
20201217:2230,0.0,0.0,0.0,0.0,22.49,0.69,0.0
20201217:2330,0.0,0.0,0.0,0.0,22.37,0.55,0.0
20201218:0030,0.0,0.0,0.0,0.0,22.54,0.55,0.0
20201218:0130,0.0,10.59,0.4,4.96,22.08,0.76,0.0
20201218:0230,43.29,55.89,2.51,18.16,22.42,0.48,0.0
20201218:0330,91.73,127.02,5.97,30.73,24.72,0.28,0.0
20201218:0430,189.64,160.2,9.36,42.13,24.11,0.34,0.0
20201218:0530,163.72,161.16,9.13,51.28,25.46,0.28,0.0
20201218:0630,180.33,164.41,9.72,56.29,25.86,0.41,0.0
20201218:0730,251.56,191.62,12.16,55.3,26.22,0.97,0.0
20201218:0830,191.03,178.36,10.19,48.73,26.43,1.31,0.0
20201218:0930,101.34,170.61,7.79,38.7,25.46,0.69,0.0
20201218:1030,139.99,104.38,5.94,26.85,25.1,0.55,0.0
20201218:1130,22.77,46.3,1.84,14.04,24.87,0.83,0.0
20201218:1230,0.0,5.93,0.22,0.7,24.51,0.97,0.0
20201218:1330,0.0,0.0,0.0,0.0,23.93,1.03,0.0
20201218:1430,0.0,0.0,0.0,0.0,23.66,0.83,0.0
20201218:1530,0.0,0.0,0.0,0.0,23.4,0.9,0.0
20201218:1630,0.0,0.0,0.0,0.0,23.16,0.69,0.0
20201218:1730,0.0,0.0,0.0,0.0,22.98,0.62,0.0
20201218:1830,0.0,0.0,0.0,0.0,22.69,0.9,0.0
20201218:1930,0.0,0.0,0.0,0.0,22.61,0.76,0.0
20201218:2030,0.0,0.0,0.0,0.0,22.44,0.97,0.0
20201218:2130,0.0,0.0,0.0,0.0,22.26,1.1,0.0
20201218:2230,0.0,0.0,0.0,0.0,22.14,0.9,0.0
20201218:2330,0.0,0.0,0.0,0.0,21.85,0.9,0.0
20201219:0030,0.0,0.0,0.0,0.0,22.31,1.03,0.0
20201219:0130,0.0,18.73,0.71,4.85,21.37,1.17,0.0
20201219:0230,64.55,82.9,3.64,18.05,21.8,1.24,0.0
20201219:0330,79.29,144.39,6.3,30.62,22.78,1.1,0.0
20201219:0430,127.54,201.21,9.38,42.03,23.67,0.97,0.0
20201219:0530,101.15,257.58,10.9,51.21,25.23,0.48,0.0
20201219:0630,55.66,258.74,10.05,56.25,26.32,0.41,0.0
20201219:0730,58.79,276.25,10.7,55.3,26.82,0.48,0.0
20201219:0830,6.35,213.04,7.45,48.78,27.39,0.69,0.0
20201219:0930,6.05,158.74,5.57,38.78,27.25,0.62,0.0
20201219:1030,14.46,120.62,4.37,26.94,27.08,0.41,0.0
20201219:1130,0.0,54.15,1.86,14.13,26.97,0.34,0.0
20201219:1230,0.0,6.79,0.26,0.8,26.54,0.41,0.0
20201219:1330,0.0,0.0,0.0,0.0,26.07,0.21,0.0
20201219:1430,0.0,0.0,0.0,0.0,25.71,0.21,0.0
20201219:1530,0.0,0.0,0.0,0.0,25.3,0.41,0.0
20201219:1630,0.0,0.0,0.0,0.0,24.75,0.55,0.0
20201219:1730,0.0,0.0,0.0,0.0,23.87,0.69,0.0
20201219:1830,0.0,0.0,0.0,0.0,23.13,1.1,0.0
20201219:1930,0.0,0.0,0.0,0.0,22.39,1.17,0.0
20201219:2030,0.0,0.0,0.0,0.0,21.98,1.31,0.0
20201219:2130,0.0,0.0,0.0,0.0,21.62,1.24,0.0
20201219:2230,0.0,0.0,0.0,0.0,21.19,1.38,0.0
20201219:2330,0.0,0.0,0.0,0.0,20.79,1.45,0.0
20201220:0030,0.0,0.0,0.0,0.0,20.54,1.59,0.0
20201220:0130,0.0,17.49,0.66,4.74,20.31,1.59,0.0
20201220:0230,289.58,86.99,6.84,17.94,20.6,1.38,0.0
20201220:0330,517.57,112.83,13.6,30.52,22.96,1.03,0.0
20201220:0430,671.39,127.86,18.84,41.94,25.37,0.83,0.0
20201220:0530,770.57,133.62,22.28,51.13,27.05,0.62,0.0
20201220:0630,902.36,131.91,25.88,56.21,28.25,0.14,0.0
20201220:0730,881.56,135.88,25.39,55.32,29.39,0.0,0.0
20201220:0830,792.69,139.7,22.72,48.83,29.97,0.28,0.0
20201220:0930,622.24,145.59,17.81,38.85,30.17,0.41,0.0
20201220:1030,454.73,119.19,11.97,27.02,29.95,0.76,0.0
20201220:1130,226.84,88.08,5.33,14.23,28.99,1.1,0.0
20201220:1230,0.0,8.8,0.33,0.9,27.39,1.03,0.0
20201220:1330,0.0,0.0,0.0,0.0,26.15,0.48,0.0
20201220:1430,0.0,0.0,0.0,0.0,24.79,0.62,0.0
20201220:1530,0.0,0.0,0.0,0.0,23.86,1.1,0.0
20201220:1630,0.0,0.0,0.0,0.0,23.01,1.38,0.0
20201220:1730,0.0,0.0,0.0,0.0,22.26,1.52,0.0
20201220:1830,0.0,0.0,0.0,0.0,21.72,1.59,0.0
20201220:1930,0.0,0.0,0.0,0.0,22.09,1.38,0.0
20201220:2030,0.0,0.0,0.0,0.0,21.71,1.45,0.0
20201220:2130,0.0,0.0,0.0,0.0,21.26,1.38,0.0
20201220:2230,0.0,0.0,0.0,0.0,20.81,1.38,0.0
20201220:2330,0.0,0.0,0.0,0.0,20.56,1.38,0.0
20201221:0030,0.0,0.0,0.0,0.0,20.29,1.38,0.0
20201221:0130,0.0,19.32,0.73,4.63,20.07,1.59,0.0
20201221:0230,296.86,98.56,7.19,17.84,20.35,1.38,0.0
20201221:0330,489.47,133.91,13.54,30.42,22.71,1.1,0.0
20201221:0430,671.56,144.04,19.24,41.85,25.0,0.9,0.0
20201221:0530,784.72,155.5,23.17,51.06,26.9,0.62,0.0
20201221:0630,897.03,127.98,25.64,56.19,28.12,0.41,0.0
20201221:0730,845.9,137.33,24.56,55.34,29.32,0.41,0.0
20201221:0830,679.48,183.78,21.23,48.89,29.81,0.69,0.0
20201221:0930,426.74,163.68,14.14,38.93,29.86,0.9,0.0
20201221:1030,312.51,101.64,8.94,27.12,29.25,1.59,0.0
20201221:1130,163.56,80.62,4.43,14.33,27.92,1.72,0.0
20201221:1230,0.0,7.21,0.27,1.01,26.65,1.52,0.0
20201221:1330,0.0,0.0,0.0,0.0,25.73,1.24,0.0
20201221:1430,0.0,0.0,0.0,0.0,25.16,1.17,0.0
20201221:1530,0.0,0.0,0.0,0.0,24.61,1.17,0.0
20201221:1630,0.0,0.0,0.0,0.0,24.06,0.69,0.0
20201221:1730,0.0,0.0,0.0,0.0,24.05,0.21,0.0
20201221:1830,0.0,0.0,0.0,0.0,23.31,1.17,0.0
20201221:1930,0.0,0.0,0.0,0.0,22.92,0.9,0.0
20201221:2030,0.0,0.0,0.0,0.0,22.67,0.97,0.0
20201221:2130,0.0,0.0,0.0,0.0,22.34,1.03,0.0
20201221:2230,0.0,0.0,0.0,0.0,22.2,1.03,0.0
20201221:2330,0.0,0.0,0.0,0.0,21.96,1.17,0.0
20201222:0030,0.0,0.0,0.0,0.0,22.04,1.17,0.0
20201222:0130,0.0,13.89,0.52,4.53,22.0,1.24,0.0
20201222:0230,99.04,75.85,3.86,17.74,22.35,1.24,0.0
20201222:0330,220.76,110.65,7.81,30.32,23.72,1.03,0.0
